0.116
0.859
1.602
2.368
3.111
3.855
4.621
5.364
6.107
6.873
7.616
8.359
9.102
9.868
10.612
11.355
12.121
12.864
13.607
14.373
15.116
15.859
16.602
17.369
18.112
18.855
19.621
20.364
21.107
21.873
22.616
23.359
24.102
24.869
25.612
26.355
27.121
27.864
28.607
